accountId,bank,accountType,balance,latitude,longitude
acc053,BankJ,MERCHANT,17299,55.75,37.62
acc054,BankW,PREPAID,92715,37.77,-122.42
acc055,BankI,MERCHANT,58377,34.05,-118.24
acc056,BankT,PERSONAL,57626,52.52,13.4
acc057,BankT,PREPAID,4390,34.05,-118.24
acc058,BankH,PERSONAL,89117,35.68,139.69
acc059,BankS,PERSONAL,23962,55.75,37.62
acc060,BankQ,MERCHANT,37458,48.85,2.35
acc061,BankS,MERCHANT,84202,55.75,37.62
acc062,BankC,MERCHANT,46607,37.77,-122.42
acc063,BankK,PREPAID,88835,34.05,-118.24
acc064,BankF,PREPAID,54955,55.75,37.62
acc065,BankJ,MERCHANT,73102,40.71,-74.01
acc066,BankO,PERSONAL,42224,35.68,139.69
acc067,BankK,PERSONAL,53976,28.61,77.2
acc068,BankA,MERCHANT,55165,40.71,-74.01
acc069,BankG,PREPAID,82609,55.75,37.62
acc070,BankU,MERCHANT,7764,51.51,-0.13
acc071,BankI,BUSINESS,38752,55.75,37.62
acc072,BankW,MERCHANT,16915,40.71,-74.01
acc073,BankU,BUSINESS,94032,48.85,2.35
acc074,BankJ,PERSONAL,73384,37.77,-122.42
acc075,BankC,BUSINESS,15871,55.75,37.62
acc076,BankD,BUSINESS,66323,35.68,139.69
acc077,BankQ,PREPAID,55459,55.75,37.62
acc078,BankP,BUSINESS,60871,28.61,77.2
acc079,BankE,MERCHANT,25983,-6.21,106.85
acc080,BankQ,BUSINESS,10150,35.68,139.69
acc081,BankY,MERCHANT,45548,28.61,77.2
acc082,BankI,PERSONAL,38072,35.68,139.69
acc083,BankS,MERCHANT,20476,55.75,37.62
acc084,BankR,MERCHANT,46236,52.52,13.4
acc085,BankR,MERCHANT,60682,52.52,13.4
acc086,BankG,BUSINESS,75946,37.77,-122.42
acc087,BankH,MERCHANT,6720,52.52,13.4
acc088,BankX,MERCHANT,93435,37.77,-122.42
acc089,BankM,BUSINESS,65923,40.71,-74.01
acc090,BankE,PREPAID,14154,55.75,37.62
acc091,BankD,MERCHANT,3011,48.85,2.35
acc092,BankN,BUSINESS,10807,55.75,37.62
acc093,BankZ,PREPAID,45375,-6.21,106.85
acc094,BankW,MERCHANT,86175,34.05,-118.24
acc095,BankK,MERCHANT,42505,55.75,37.62
acc096,BankR,PERSONAL,81931,34.05,-118.24
acc097,BankH,PREPAID,30817,34.05,-118.24
acc098,BankN,PERSONAL,84066,34.05,-118.24
acc099,BankO,BUSINESS,91964,35.68,139.69
acc100,BankA,PERSONAL,43516,40.71,-74.01
acc101,BankJ,PREPAID,50131,37.77,-122.42
acc102,BankE,BUSINESS,70621,37.77,-122.42
acc103,BankS,BUSINESS,23280,48.85,2.35
acc104,BankC,MERCHANT,82226,51.51,-0.13
acc105,BankP,BUSINESS,31433,55.75,37.62
acc106,BankU,PREPAID,61236,35.68,139.69
acc107,BankV,PERSONAL,61981,35.68,139.69
acc108,BankV,BUSINESS,10681,55.75,37.62
acc109,BankL,PREPAID,84746,37.77,-122.42
acc110,BankW,PREPAID,60878,35.68,139.69
acc111,BankG,MERCHANT,64335,34.05,-118.24
acc112,BankH,MERCHANT,75963,52.52,13.4
acc113,BankS,PREPAID,92655,35.68,139.69
acc114,BankA,MERCHANT,36976,40.71,-74.01
acc115,BankS,PERSONAL,80482,55.75,37.62
acc116,BankJ,BUSINESS,80569,52.52,13.4
acc117,BankH,BUSINESS,82381,35.68,139.69
acc118,BankV,BUSINESS,83345,34.05,-118.24
acc119,BankU,PERSONAL,41492,55.75,37.62
acc120,BankB,PREPAID,96991,48.85,2.35
acc121,BankC,PREPAID,43823,37.77,-122.42
acc122,BankF,BUSINESS,18322,28.61,77.2
acc123,BankL,PREPAID,22567,35.68,139.69
acc124,BankP,PREPAID,98853,52.52,13.4
acc125,BankZ,PERSONAL,62385,34.05,-118.24
acc126,BankE,BUSINESS,89647,37.77,-122.42
acc127,BankZ,PREPAID,12836,37.77,-122.42
acc128,BankA,PREPAID,71329,34.05,-118.24
acc129,BankO,PREPAID,89188,35.68,139.69
acc130,BankS,MERCHANT,84695,52.52,13.4
acc131,BankD,BUSINESS,62797,40.71,-74.01
acc132,BankT,PREPAID,80964,51.51,-0.13
acc133,BankU,PERSONAL,84283,55.75,37.62
acc134,BankW,PREPAID,86097,37.77,-122.42
acc135,BankD,BUSINESS,6943,40.71,-74.01
acc136,BankJ,MERCHANT,16220,34.05,-118.24
acc137,BankH,BUSINESS,51940,55.75,37.62
acc138,BankL,MERCHANT,77983,48.85,2.35
acc139,BankN,PERSONAL,65139,-6.21,106.85
acc140,BankN,PREPAID,5288,52.52,13.4
acc141,BankG,MERCHANT,59287,51.51,-0.13
acc142,BankL,PERSONAL,90873,52.52,13.4
acc143,BankR,PREPAID,8936,37.77,-122.42
acc144,BankI,BUSINESS,17011,55.75,37.62
acc145,BankC,BUSINESS,85109,-6.21,106.85
acc146,BankA,PERSONAL,44713,51.51,-0.13
acc147,BankE,BUSINESS,9992,28.61,77.2
acc148,BankG,BUSINESS,31539,52.52,13.4
acc149,BankY,BUSINESS,79116,40.71,-74.01
acc150,BankI,BUSINESS,18038,28.61,77.2
acc151,BankI,BUSINESS,15408,40.71,-74.01
acc152,BankE,PERSONAL,47955,51.51,-0.13
acc153,BankS,PREPAID,3068,48.85,2.35
acc154,BankI,PERSONAL,17614,37.77,-122.42
acc155,BankQ,PERSONAL,98735,34.05,-118.24
acc156,BankP,MERCHANT,48453,28.61,77.2
acc157,BankS,PERSONAL,60245,28.61,77.2
acc158,BankH,PERSONAL,96321,28.61,77.2
acc159,BankJ,MERCHANT,85323,40.71,-74.01
acc160,BankB,MERCHANT,53640,37.77,-122.42
acc161,BankV,PERSONAL,65260,55.75,37.62
acc162,BankC,PERSONAL,43219,-6.21,106.85
acc163,BankE,PERSONAL,17540,35.68,139.69
acc164,BankT,PREPAID,50925,-6.21,106.85
acc165,BankQ,PREPAID,60469,28.61,77.2
acc166,BankT,MERCHANT,13999,34.05,-118.24
acc167,BankU,BUSINESS,57370,55.75,37.62
acc168,BankH,MERCHANT,45424,55.75,37.62
acc169,BankM,MERCHANT,96631,34.05,-118.24
acc170,BankK,MERCHANT,41963,35.68,139.69
acc171,BankL,BUSINESS,91023,55.75,37.62
acc172,BankC,PERSONAL,12188,34.05,-118.24
acc173,BankN,PERSONAL,98594,52.52,13.4
acc174,BankZ,BUSINESS,73924,40.71,-74.01
acc175,BankS,PREPAID,88819,34.05,-118.24
acc176,BankN,PREPAID,88207,37.77,-122.42
acc177,BankX,PERSONAL,38700,-6.21,106.85
acc178,BankJ,PREPAID,14579,-6.21,106.85
acc179,BankQ,BUSINESS,21280,55.75,37.62
acc180,BankH,PERSONAL,46890,28.61,77.2
acc181,BankL,PERSONAL,37512,-6.21,106.85
acc182,BankH,MERCHANT,74526,-6.21,106.85
acc183,BankT,PERSONAL,80822,35.68,139.69
acc184,BankA,BUSINESS,36818,35.68,139.69
acc185,BankK,PREPAID,1800,48.85,2.35
acc186,BankE,MERCHANT,10120,48.85,2.35
acc187,BankX,PERSONAL,13026,28.61,77.2
acc188,BankG,MERCHANT,56028,55.75,37.62
acc189,BankK,BUSINESS,49503,35.68,139.69
acc190,BankX,PREPAID,75395,-6.21,106.85
acc191,BankC,PERSONAL,21392,48.85,2.35
acc192,BankY,PERSONAL,89338,34.05,-118.24
acc193,BankI,MERCHANT,87761,37.77,-122.42
acc194,BankP,MERCHANT,55287,35.68,139.69
acc195,BankG,PERSONAL,46242,37.77,-122.42
acc196,BankD,PREPAID,89895,-6.21,106.85
acc197,BankP,PREPAID,6952,51.51,-0.13
acc198,BankM,PERSONAL,2007,51.51,-0.13
acc199,BankJ,BUSINESS,18987,35.68,139.69
acc200,BankJ,PREPAID,16726,40.71,-74.01
acc201,BankP,MERCHANT,24028,48.85,2.35
acc202,BankM,BUSINESS,66570,28.61,77.2
acc203,BankV,PREPAID,10447,37.77,-122.42
acc204,BankX,PERSONAL,58176,40.71,-74.01
acc205,BankO,PERSONAL,42033,-6.21,106.85
acc206,BankN,MERCHANT,93995,37.77,-122.42
acc207,BankJ,PERSONAL,54088,40.71,-74.01
acc208,BankK,BUSINESS,82018,55.75,37.62
acc209,BankW,PREPAID,12551,37.77,-122.42
acc210,BankD,BUSINESS,58104,-6.21,106.85
acc211,BankM,PERSONAL,52873,35.68,139.69
acc212,BankX,PREPAID,30041,52.52,13.4
acc213,BankY,BUSINESS,11011,28.61,77.2
acc214,BankU,PERSONAL,70547,28.61,77.2
acc215,BankG,PREPAID,47019,48.85,2.35
acc216,BankH,PERSONAL,20194,35.68,139.69
acc217,BankG,BUSINESS,79957,48.85,2.35
acc218,BankY,PERSONAL,24218,55.75,37.62
acc219,BankO,MERCHANT,90277,-6.21,106.85
acc220,BankU,PREPAID,83210,52.52,13.4
acc221,BankE,MERCHANT,9950,55.75,37.62
acc222,BankO,PREPAID,37002,-6.21,106.85
acc223,BankB,PREPAID,67497,34.05,-118.24
acc224,BankJ,MERCHANT,60233,40.71,-74.01
acc225,BankB,PREPAID,38627,34.05,-118.24
acc226,BankU,PERSONAL,81610,-6.21,106.85
acc227,BankQ,MERCHANT,61648,-6.21,106.85
acc228,BankR,PERSONAL,59947,-6.21,106.85
acc229,BankU,BUSINESS,43143,-6.21,106.85
acc230,BankP,BUSINESS,9109,55.75,37.62
acc231,BankD,PREPAID,94626,34.05,-118.24
acc232,BankQ,BUSINESS,6130,51.51,-0.13
acc233,BankW,MERCHANT,58595,28.61,77.2
acc234,BankQ,BUSINESS,48696,52.52,13.4
acc235,BankJ,MERCHANT,54578,52.52,13.4
acc236,BankV,PERSONAL,83691,52.52,13.4
acc237,BankC,PREPAID,13387,28.61,77.2
acc238,BankV,MERCHANT,38243,35.68,139.69
acc239,BankX,BUSINESS,44694,34.05,-118.24
acc240,BankS,BUSINESS,46851,35.68,139.69
acc241,BankU,MERCHANT,17901,-6.21,106.85
acc242,BankW,PERSONAL,41577,28.61,77.2
acc243,BankM,PREPAID,17750,28.61,77.2
acc244,BankC,MERCHANT,67648,52.52,13.4
acc245,BankA,PREPAID,41483,48.85,2.35
acc246,BankG,PREPAID,64736,51.51,-0.13
acc247,BankH,BUSINESS,21308,34.05,-118.24
acc248,BankJ,PERSONAL,67543,28.61,77.2
acc249,BankX,PERSONAL,87760,52.52,13.4
acc250,BankY,BUSINESS,79282,37.77,-122.42
acc251,BankE,BUSINESS,24703,-6.21,106.85
acc252,BankZ,BUSINESS,95526,55.75,37.62
acc253,BankB,MERCHANT,48749,51.51,-0.13
acc254,BankO,PREPAID,99617,55.75,37.62
acc255,BankH,BUSINESS,41562,55.75,37.62
acc256,BankG,PREPAID,89907,-6.21,106.85
acc257,BankO,MERCHANT,37932,37.77,-122.42
acc258,BankQ,MERCHANT,22241,51.51,-0.13
acc259,BankZ,BUSINESS,33768,40.71,-74.01
acc260,BankU,MERCHANT,49655,28.61,77.2
acc261,BankD,PERSONAL,38363,34.05,-118.24
acc262,BankY,BUSINESS,36755,55.75,37.62
acc263,BankQ,BUSINESS,58340,34.05,-118.24
acc264,BankH,MERCHANT,46820,40.71,-74.01
acc265,BankN,PERSONAL,52964,28.61,77.2
acc266,BankL,BUSINESS,51615,34.05,-118.24
acc267,BankL,BUSINESS,4694,52.52,13.4
acc268,BankD,PREPAID,20142,48.85,2.35
acc269,BankB,PREPAID,62925,48.85,2.35
acc270,BankY,MERCHANT,59799,-6.21,106.85
acc271,BankA,PERSONAL,3490,35.68,139.69
acc272,BankG,BUSINESS,72932,-6.21,106.85
acc273,BankQ,MERCHANT,15573,35.68,139.69
acc274,BankH,PREPAID,16970,40.71,-74.01
acc275,BankH,MERCHANT,84748,-6.21,106.85
acc276,BankO,PERSONAL,15530,55.75,37.62
acc277,BankT,PERSONAL,83831,28.61,77.2
acc278,BankS,BUSINESS,95181,48.85,2.35
acc279,BankJ,MERCHANT,1205,-6.21,106.85
acc280,BankL,BUSINESS,75798,37.77,-122.42
acc281,BankF,PERSONAL,69614,52.52,13.4
acc282,BankC,PERSONAL,52177,55.75,37.62
acc283,BankB,MERCHANT,49929,35.68,139.69
acc284,BankX,PERSONAL,47805,34.05,-118.24
acc285,BankL,BUSINESS,97068,34.05,-118.24
acc286,BankY,PREPAID,18486,40.71,-74.01
acc287,BankL,PREPAID,85252,48.85,2.35
acc288,BankY,MERCHANT,92146,55.75,37.62
acc289,BankU,BUSINESS,18675,34.05,-118.24
acc290,BankW,MERCHANT,5847,35.68,139.69
acc291,BankG,PERSONAL,27144,40.71,-74.01
acc292,BankK,PREPAID,68552,37.77,-122.42
acc293,BankR,MERCHANT,34202,40.71,-74.01
acc294,BankY,BUSINESS,38501,52.52,13.4
acc295,BankY,PERSONAL,86948,52.52,13.4
acc296,BankI,PERSONAL,49237,37.77,-122.42
acc297,BankM,MERCHANT,51678,52.52,13.4
acc298,BankF,MERCHANT,91710,55.75,37.62
acc299,BankL,PREPAID,11828,37.77,-122.42
acc300,BankC,MERCHANT,79964,48.85,2.35
acc301,BankR,PREPAID,43101,34.05,-118.24
acc302,BankC,PREPAID,87628,35.68,139.69
acc303,BankJ,MERCHANT,79986,37.77,-122.42
acc304,BankF,MERCHANT,47077,55.75,37.62
acc305,BankB,PREPAID,81589,37.77,-122.42
acc306,BankI,PERSONAL,10835,37.77,-122.42
acc307,BankL,BUSINESS,5081,48.85,2.35
acc308,BankT,MERCHANT,5561,48.85,2.35
acc309,BankC,BUSINESS,85562,52.52,13.4
acc310,BankL,MERCHANT,75349,40.71,-74.01
acc311,BankT,BUSINESS,90006,55.75,37.62
acc312,BankL,PREPAID,59188,34.05,-118.24
acc313,BankS,BUSINESS,70397,52.52,13.4
acc314,BankM,PREPAID,86139,35.68,139.69
acc315,BankH,PERSONAL,4396,48.85,2.35
acc316,BankP,MERCHANT,74619,34.05,-118.24
acc317,BankI,PREPAID,93279,55.75,37.62
acc318,BankG,PREPAID,91961,55.75,37.62
acc319,BankG,PERSONAL,18790,34.05,-118.24
acc320,BankO,BUSINESS,94502,55.75,37.62
acc321,BankC,PREPAID,88535,52.52,13.4
acc322,BankW,PERSONAL,73089,28.61,77.2
acc323,BankJ,PREPAID,21644,48.85,2.35
acc324,BankZ,PREPAID,67683,51.51,-0.13
acc325,BankD,BUSINESS,19202,51.51,-0.13
acc326,BankZ,MERCHANT,4445,52.52,13.4
acc327,BankR,PREPAID,62263,28.61,77.2
acc328,BankE,PERSONAL,9617,35.68,139.69
acc329,BankM,MERCHANT,69903,37.77,-122.42
acc330,BankY,MERCHANT,76353,34.05,-118.24
acc331,BankE,PREPAID,85192,34.05,-118.24
acc332,BankO,MERCHANT,90143,28.61,77.2
acc333,BankL,BUSINESS,73260,-6.21,106.85
acc334,BankF,BUSINESS,57704,28.61,77.2
acc335,BankB,PERSONAL,68908,48.85,2.35
acc336,BankJ,BUSINESS,22229,52.52,13.4
acc337,BankW,BUSINESS,46353,28.61,77.2
acc338,BankJ,PERSONAL,33847,51.51,-0.13
acc339,BankU,PREPAID,17406,35.68,139.69
acc340,BankT,PERSONAL,66873,48.85,2.35
acc341,BankS,BUSINESS,23439,-6.21,106.85
acc342,BankX,PREPAID,74874,40.71,-74.01
acc343,BankA,PERSONAL,6958,-6.21,106.85
acc344,BankI,BUSINESS,75991,37.77,-122.42
acc345,BankT,PERSONAL,66278,28.61,77.2
acc346,BankJ,PREPAID,64300,51.51,-0.13
acc347,BankZ,MERCHANT,39985,55.75,37.62
acc348,BankC,PERSONAL,21719,55.75,37.62
acc349,BankN,MERCHANT,61875,51.51,-0.13
acc350,BankK,BUSINESS,41970,52.52,13.4
acc351,BankX,PREPAID,53260,48.85,2.35
acc352,BankY,PREPAID,68499,28.61,77.2
acc353,BankD,PREPAID,32685,55.75,37.62
acc354,BankD,PREPAID,59929,51.51,-0.13
acc355,BankE,PERSONAL,7632,35.68,139.69
acc356,BankM,MERCHANT,33541,48.85,2.35
acc357,BankK,PREPAID,25881,48.85,2.35
acc358,BankP,MERCHANT,66373,35.68,139.69
acc359,BankP,PERSONAL,12802,37.77,-122.42
acc360,BankQ,MERCHANT,32552,51.51,-0.13
acc361,BankS,PREPAID,7377,40.71,-74.01
acc362,BankJ,MERCHANT,79317,55.75,37.62
acc363,BankJ,PERSONAL,15089,37.77,-122.42
acc364,BankE,PREPAID,96355,52.52,13.4
acc365,BankY,MERCHANT,48964,40.71,-74.01
acc366,BankM,PERSONAL,75747,28.61,77.2
acc367,BankG,PREPAID,73512,35.68,139.69
acc368,BankC,MERCHANT,67093,55.75,37.62
acc369,BankY,PREPAID,82689,-6.21,106.85
acc370,BankD,BUSINESS,13672,37.77,-122.42
acc371,BankL,PREPAID,74116,52.52,13.4
acc372,BankY,BUSINESS,27090,-6.21,106.85
acc373,BankQ,MERCHANT,66546,40.71,-74.01
acc374,BankB,PERSONAL,18961,52.52,13.4
acc375,BankZ,MERCHANT,69069,55.75,37.62
acc376,BankE,BUSINESS,43987,-6.21,106.85
acc377,BankK,BUSINESS,52505,-6.21,106.85
acc378,BankX,PREPAID,78820,52.52,13.4
acc379,BankQ,MERCHANT,93895,-6.21,106.85
acc380,BankJ,MERCHANT,3180,52.52,13.4
acc381,BankK,PERSONAL,55596,-6.21,106.85
acc382,BankJ,PERSONAL,79238,55.75,37.62
acc383,BankI,BUSINESS,95555,40.71,-74.01
acc384,BankS,MERCHANT,23349,28.61,77.2
acc385,BankU,MERCHANT,20369,51.51,-0.13
acc386,BankB,PERSONAL,26006,40.71,-74.01
acc387,BankO,PREPAID,55890,48.85,2.35
acc388,BankN,BUSINESS,54788,28.61,77.2
acc389,BankY,MERCHANT,97447,40.71,-74.01
acc390,BankW,BUSINESS,68984,51.51,-0.13
acc391,BankR,PREPAID,87799,55.75,37.62
acc392,BankQ,MERCHANT,42124,48.85,2.35
acc393,BankO,PREPAID,72601,52.52,13.4
acc394,BankV,PREPAID,80963,55.75,37.62
acc395,BankG,BUSINESS,37569,28.61,77.2
acc396,BankJ,BUSINESS,40008,35.68,139.69
acc397,BankW,BUSINESS,91471,55.75,37.62
acc398,BankK,MERCHANT,46718,28.61,77.2
acc399,BankZ,PREPAID,38721,34.05,-118.24
acc400,BankS,MERCHANT,52712,52.52,13.4
acc401,BankY,BUSINESS,39070,40.71,-74.01
acc402,BankJ,PERSONAL,46398,55.75,37.62
acc403,BankU,PREPAID,98955,55.75,37.62
acc404,BankG,BUSINESS,71592,35.68,139.69
acc405,BankR,PREPAID,18992,34.05,-118.24
acc406,BankT,BUSINESS,32779,40.71,-74.01
acc407,BankV,BUSINESS,84616,51.51,-0.13
acc408,BankB,PERSONAL,55172,52.52,13.4
acc409,BankW,MERCHANT,14178,48.85,2.35
acc410,BankA,BUSINESS,54334,55.75,37.62
acc411,BankP,BUSINESS,38649,52.52,13.4
acc412,BankJ,PERSONAL,12725,-6.21,106.85
acc413,BankH,PERSONAL,23946,37.77,-122.42
acc414,BankF,PERSONAL,53034,55.75,37.62
acc415,BankF,PREPAID,5910,40.71,-74.01
acc416,BankJ,PERSONAL,44914,35.68,139.69
acc417,BankO,MERCHANT,18589,28.61,77.2
acc418,BankO,PREPAID,26272,34.05,-118.24
acc419,BankK,BUSINESS,96829,55.75,37.62
acc420,BankU,PREPAID,95188,48.85,2.35
acc421,BankA,PREPAID,39669,-6.21,106.85
acc422,BankV,BUSINESS,24002,-6.21,106.85
acc423,BankU,MERCHANT,57059,28.61,77.2
acc424,BankK,PERSONAL,53538,34.05,-118.24
acc425,BankF,BUSINESS,63580,52.52,13.4
acc426,BankH,PERSONAL,35181,37.77,-122.42
acc427,BankH,MERCHANT,99796,35.68,139.69
acc428,BankK,PREPAID,77344,-6.21,106.85
acc429,BankA,PREPAID,86679,52.52,13.4
acc430,BankW,BUSINESS,9142,34.05,-118.24
acc431,BankO,PREPAID,21934,37.77,-122.42
acc432,BankV,PREPAID,91477,34.05,-118.24
acc433,BankU,PREPAID,49174,-6.21,106.85
acc434,BankH,BUSINESS,18507,55.75,37.62
acc435,BankE,MERCHANT,99007,-6.21,106.85
acc436,BankL,MERCHANT,93004,28.61,77.2
acc437,BankP,BUSINESS,33435,-6.21,106.85
acc438,BankZ,PERSONAL,69879,55.75,37.62
acc439,BankQ,PREPAID,11237,-6.21,106.85
acc440,BankD,PERSONAL,72781,28.61,77.2
acc441,BankG,BUSINESS,22566,52.52,13.4
acc442,BankQ,MERCHANT,16235,51.51,-0.13
acc443,BankW,MERCHANT,12919,28.61,77.2
acc444,BankO,PERSONAL,60432,48.85,2.35
acc445,BankQ,MERCHANT,60873,-6.21,106.85
acc446,BankB,MERCHANT,89181,35.68,139.69
acc447,BankX,PERSONAL,52897,35.68,139.69
acc448,BankA,BUSINESS,76800,34.05,-118.24
acc449,BankB,MERCHANT,46158,34.05,-118.24
acc450,BankR,PERSONAL,10046,55.75,37.62
acc451,BankB,PREPAID,54591,48.85,2.35
acc452,BankY,BUSINESS,85085,37.77,-122.42
acc453,BankL,MERCHANT,59790,37.77,-122.42
acc454,BankM,PERSONAL,90486,28.61,77.2
acc455,BankE,PREPAID,16549,48.85,2.35
acc456,BankR,MERCHANT,70316,48.85,2.35
acc457,BankX,BUSINESS,1455,40.71,-74.01
acc458,BankJ,MERCHANT,89276,28.61,77.2
acc459,BankN,MERCHANT,31102,51.51,-0.13
acc460,BankO,PREPAID,21332,35.68,139.69
acc461,BankG,PERSONAL,5222,37.77,-122.42
acc462,BankT,PERSONAL,32544,51.51,-0.13
acc463,BankC,PERSONAL,78849,40.71,-74.01
acc464,BankO,PERSONAL,33077,40.71,-74.01
acc465,BankM,MERCHANT,31715,28.61,77.2
acc466,BankG,PERSONAL,19367,28.61,77.2
acc467,BankJ,BUSINESS,96881,-6.21,106.85
acc468,BankK,PREPAID,32051,35.68,139.69
acc469,BankE,BUSINESS,55206,35.68,139.69
acc470,BankI,PERSONAL,73970,-6.21,106.85
acc471,BankX,BUSINESS,83050,37.77,-122.42
acc472,BankR,MERCHANT,7145,52.52,13.4
acc473,BankU,MERCHANT,69742,52.52,13.4
acc474,BankW,MERCHANT,54511,48.85,2.35
acc475,BankJ,MERCHANT,25101,28.61,77.2
acc476,BankP,BUSINESS,30536,35.68,139.69
acc477,BankW,BUSINESS,61689,40.71,-74.01
acc478,BankR,MERCHANT,55592,28.61,77.2
acc479,BankQ,BUSINESS,51910,51.51,-0.13
acc480,BankI,BUSINESS,44288,34.05,-118.24
acc481,BankO,PREPAID,13119,28.61,77.2
acc482,BankX,BUSINESS,7755,35.68,139.69
acc483,BankM,PERSONAL,10539,51.51,-0.13
acc484,BankZ,BUSINESS,63835,51.51,-0.13
acc485,BankK,PREPAID,3009,51.51,-0.13
acc486,BankG,PERSONAL,98894,55.75,37.62
acc487,BankH,BUSINESS,52987,51.51,-0.13
acc488,BankR,PREPAID,38101,37.77,-122.42
acc489,BankO,PREPAID,41425,35.68,139.69
acc490,BankL,MERCHANT,62080,34.05,-118.24
acc491,BankZ,MERCHANT,42973,51.51,-0.13
acc492,BankL,PREPAID,55254,40.71,-74.01
acc493,BankS,BUSINESS,98157,48.85,2.35
acc494,BankA,PREPAID,73523,-6.21,106.85
acc495,BankS,MERCHANT,39691,48.85,2.35
acc496,BankG,PREPAID,31149,37.77,-122.42
acc497,BankS,BUSINESS,66444,28.61,77.2
acc498,BankU,PREPAID,34728,55.75,37.62
acc499,BankX,MERCHANT,61401,48.85,2.35
acc500,BankX,PREPAID,23185,48.85,2.35
